"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.943628394E0,-1.049999967E-1,6.800000370E-2,1.899999976E-1
1.948616087E0,-1.739999950E-1,9.300000221E-2,2.590000033E-1
1.953603767E0,-5.299999937E-2,1.870000064E-1,2.300000042E-1
1.958591459E0,-6.700000167E-2,3.339999914E-1,9.399999678E-2
1.963579151E0,-1.550000012E-1,3.700000048E-1,-1.309999973E-1
1.968566824E0,-1.990000010E-1,2.879999876E-1,-2.389999926E-1
1.973554516E0,-3.330000043E-1,2.440000027E-1,-2.142999887E0
1.978542188E0,-7.239999771E-1,4.420000017E-1,-6.489999890E-1
1.983529880E0,-4.160000086E-1,3.129999936E-1,2.167000055E0
1.988517572E0,-6.719999909E-1,2.700000107E-1,2.059000015E0
1.993505283E0,-6.140000224E-1,1.659999937E-1,2.341000080E0
1.998492975E0,-2.590000033E-1,6.400000304E-2,2.148000002E0
2.003480668E0,-4.500000179E-2,0.000000000E0,1.532999992E0
2.008468381E0,-1.999999955E-2,4.500000179E-2,1.149000049E0
2.013456074E0,2.500000037E-2,1.340000033E-1,8.980000019E-1
2.018443767E0,1.330000013E-1,2.599999905E-1,6.269999743E-1
2.023431454E0,2.630000114E-1,3.319999874E-1,2.870000005E-1
2.028419146E0,4.099999964E-1,3.409999907E-1,3.400000185E-2
2.033406838E0,5.460000038E-1,2.779999971E-1,-1.500000060E-1
2.038394530E0,6.169999838E-1,2.029999942E-1,-2.849999964E-1
2.043382222E0,5.619999766E-1,1.319999993E-1,-3.249999881E-1
2.048369914E0,4.210000038E-1,8.200000226E-2,-9.499999881E-2
2.053357606E0,3.100000024E-1,4.999999888E-3,2.790000141E-1
2.058345298E0,1.770000011E-1,-2.999999933E-2,7.670000196E-1
2.063332991E0,6.700000167E-2,-3.500000015E-2,1.235999942E0
2.068320679E0,-4.899999872E-2,-1.899999939E-2,1.430999994E0
2.073308372E0,-1.920000017E-1,1.499999966E-2,1.373000026E0
2.078296065E0,-2.399999946E-1,6.700000167E-2,1.269000053E0
2.083283790E0,-2.509999871E-1,1.739999950E-1,1.121999979E0
2.088271482E0,-2.430000007E-1,2.660000026E-1,8.980000019E-1
2.093259173E0,-2.210000008E-1,3.240000010E-1,7.200000286E-1
2.098246865E0,-2.150000036E-1,3.829999864E-1,6.010000110E-1
2.103234557E0,-2.060000002E-1,3.759999871E-1,3.829999864E-1
2.108222245E0,-2.720000148E-1,3.639999926E-1,1.840000004E-1
2.113209937E0,-2.870000005E-1,2.720000148E-1,-1.499999966E-2
2.118197629E0,-1.550000012E-1,1.899999976E-1,-1.080000028E-1
2.123185321E0,-2.800000086E-2,1.350000054E-1,-1.700000018E-1
2.128173014E0,1.430000067E-1,1.080000028E-1,-1.819999963E-1
2.133160693E0,2.949999869E-1,7.299999893E-2,-2.409999967E-1
2.138148386E0,3.409999907E-1,2.199999988E-2,-2.809999883E-1
2.143136079E0,3.860000074E-1,-4.300000146E-2,-2.779999971E-1
2.148123785E0,4.269999862E-1,-1.049999967E-1,-2.709999979E-1
2.153111477E0,4.699999988E-1,-1.800000072E-1,-2.549999952E-1
2.158099188E0,5.500000119E-1,-2.630000114E-1,-1.710000038E-1
2.163086880E0,6.549999714E-1,-3.499999940E-1,-6.199999899E-2
2.168074567E0,7.070000172E-1,-3.849999905E-1,3.900000080E-2
2.173062259E0,7.210000157E-1,-3.919999897E-1,1.040000021E-1
2.178049951E0,6.019999981E-1,-3.170000017E-1,1.640000045E-1
2.183037667E0,3.989999890E-1,-1.519999951E-1,2.919999957E-1
2.188025360E0,2.829999924E-1,-2.000000030E-1,3.580000103E-1
2.193013053E0,2.220000029E-1,-2.849999964E-1,3.989999890E-1
2.198000732E0,1.739999950E-1,-3.919999897E-1,4.629999995E-1
2.202988425E0,2.020000070E-1,-5.230000019E-1,5.600000024E-1
2.207976083E0,1.599999964E-1,-6.230000257E-1,6.579999924E-1
2.212963775E0,1.099999994E-1,-6.480000019E-1,7.110000253E-1
2.217951542E0,2.000000095E-3,-6.499999762E-1,7.120000124E-1
2.222939233E0,-6.800000370E-2,-6.269999743E-1,5.789999962E-1
2.227926848E0,-1.270000041E-1,-5.839999914E-1,4.569999874E-1
2.232914538E0,-2.090000063E-1,-4.839999974E-1,2.829999924E-1
2.237902326E0,-2.739999890E-1,-3.630000055E-1,6.199999899E-2
2.242890020E0,-2.899999917E-1,-2.210000008E-1,-2.709999979E-1
2.247877712E0,-2.700000107E-1,-1.169999987E-1,-6.190000176E-1
2.252865387E0,-2.560000122E-1,-5.000000075E-2,-9.110000134E-1
2.257853079E0,-2.450000048E-1,1.099999994E-2,-1.093999982E0
2.262840771E0,-2.060000002E-1,3.700000048E-2,-1.210999966E0
2.267828443E0,-1.199999973E-1,5.299999937E-2,-1.251999974E0
2.272816135E0,-6.000000052E-3,7.100000232E-2,-1.245000005E0
2.277803827E0,7.500000298E-2,7.800000161E-2,-1.189000010E0
2.282791504E0,7.299999893E-2,6.800000370E-2,-1.111999989E0
2.287779196E0,2.600000054E-2,5.200000107E-2,-9.599999785E-1
2.292766888E0,-1.499999966E-2,-1.300000027E-2,-7.870000005E-1
2.297754567E0,-5.200000107E-2,-7.299999893E-2,-5.649999976E-1
2.302742260E0,-3.599999845E-2,-1.430000067E-1,-4.320000112E-1
2.307729953E0,-1.700000092E-2,-2.389999926E-1,-3.149999976E-1
2.312717645E0,-3.099999949E-2,-3.019999862E-1,-2.230000049E-1
2.317705361E0,-5.700000003E-2,-3.510000110E-1,-1.439999938E-1
2.322693053E0,-6.100000069E-2,-3.880000114E-1,-8.100000024E-2
2.327680730E0,-7.400000095E-2,-4.289999902E-1,-6.599999964E-2
2.332668422E0,-1.490000039E-1,-4.140000045E-1,-6.100000069E-2
2.337656345E0,-2.360000014E-1,-3.540000021E-1,-1.400000006E-1
2.342644039E0,-4.160000086E-1,-2.560000122E-1,-1.809999943E-1
2.347631731E0,-5.609999895E-1,-1.360000074E-1,-1.620000005E-1
2.352619424E0,-6.439999938E-1,-4.899999872E-2,-1.659999937E-1
2.357607097E0,-6.420000196E-1,-2.400000021E-2,-1.860000044E-1
2.362594789E0,-5.669999719E-1,-2.700000070E-2,-3.619999886E-1
2.367582482E0,-4.720000029E-1,-4.199999943E-2,-5.860000253E-1
2.372570160E0,-3.490000069E-1,-6.400000304E-2,-7.580000162E-1
2.377557852E0,-2.790000141E-1,-7.599999756E-2,-7.440000176E-1
2.382545544E0,-2.080000043E-1,-6.499999762E-2,-8.190000057E-1
2.387533240E0,-9.899999946E-2,-5.900000036E-2,-8.100000024E-1
2.392520932E0,-5.400000140E-2,-3.599999845E-2,-8.460000157E-1
2.397508624E0,-2.800000086E-2,7.000000216E-3,-8.389999866E-1
2.402496302E0,-1.899999939E-2,8.399999887E-2,-8.130000234E-1
2.407483994E0,-1.700000092E-2,1.529999971E-1,-7.289999723E-1
2.412471687E0,4.999999888E-3,1.819999963E-1,-6.499999762E-1
2.417459394E0,5.700000003E-2,2.049999982E-1,-5.260000229E-1
2.422447087E0,1.049999967E-1,1.640000045E-1,-4.589999914E-1
2.427434855E0,4.199999943E-2,1.609999985E-1,-3.779999912E-1
2.432422568E0,6.400000304E-2,1.519999951E-1,-3.059999943E-1
2.437410260E0,8.600000292E-2,1.519999951E-1,-2.179999948E-1
2.442397876E0,1.580000073E-1,1.289999932E-1,-1.270000041E-1
2.447385663E0,1.480000019E-1,7.800000161E-2,-3.799999878E-2
2.452373357E0,1.700000018E-1,4.199999943E-2,9.099999815E-2
2.457361044E0,1.360000074E-1,4.500000179E-2,2.319999933E-1
2.462348737E0,1.300000027E-2,1.289999932E-1,2.980000079E-1
2.467336395E0,-1.080000028E-1,1.669999957E-1,2.829999924E-1
2.472324087E0,-2.160000056E-1,1.870000064E-1,2.360000014E-1
2.477311779E0,-1.829999983E-1,1.920000017E-1,2.230000049E-1
2.482299491E0,-1.480000019E-1,1.609999985E-1,1.899999976E-1
2.487287183E0,-1.330000013E-1,1.150000021E-1,8.299999684E-2
2.492274875E0,-6.599999964E-2,9.999999776E-3,-4.800000042E-2
2.497262567E0,-7.599999756E-2,-4.300000146E-2,-9.200000018E-2
2.502250259E0,-2.730000019E-1,-3.400000185E-2,3.099999949E-2
2.507238182E0,-3.549999893E-1,-2.899999917E-2,1.379999965E-1
2.512225877E0,-4.020000100E-1,4.699999839E-2,2.269999981E-1
2.517213569E0,-4.020000100E-1,1.640000045E-1,2.450000048E-1
2.522201261E0,-2.969999909E-1,2.479999959E-1,1.759999990E-1
2.527188954E0,-1.860000044E-1,2.960000038E-1,9.300000221E-2
2.532176627E0,-1.309999973E-1,3.689999878E-1,1.759999990E-1
2.537164319E0,-1.220000014E-1,3.790000081E-1,2.899999917E-1
2.542152011E0,-8.399999887E-2,3.819999993E-1,4.679999948E-1
2.547139732E0,-1.150000021E-1,3.740000129E-1,6.340000033E-1
2.552127424E0,-3.999999911E-2,3.840000033E-1,7.639999986E-1
2.557115193E0,1.000000047E-3,3.580000103E-1,8.050000072E-1
2.562102887E0,-7.699999958E-2,3.269999921E-1,8.180000186E-1
2.567090502E0,-1.650000066E-1,3.109999895E-1,8.209999800E-1
2.572078193E0,-2.450000048E-1,2.389999926E-1,8.460000157E-1
2.577065962E0,-2.360000014E-1,1.469999999E-1,8.069999814E-1
2.582053656E0,-2.899999917E-1,9.700000286E-2,6.700000167E-1
2.587041348E0,-2.569999993E-1,-2.300000004E-2,5.519999862E-1
2.592029036E0,-5.979999900E-1,3.799999878E-2,6.290000081E-1
2.597016728E0,-6.600000262E-1,6.300000101E-2,6.100000143E-1
2.602004420E0,-6.660000086E-1,7.500000298E-2,4.880000055E-1
2.606992093E0,-5.270000100E-1,5.400000140E-2,3.580000103E-1
2.611979785E0,-4.769999981E-1,3.900000080E-2,2.360000014E-1
2.616967477E0,-4.239999950E-1,2.199999988E-2,1.389999986E-1
2.621955149E0,-3.499999940E-1,-3.000000026E-3,1.129999980E-1
2.626942841E0,-2.300000042E-1,2.600000054E-2,4.800000042E-2
2.631930750E0,-1.040000021E-1,2.600000054E-2,3.999999911E-2
2.636918214E0,-7.100000232E-2,8.999999613E-3,7.100000232E-2
2.641905904E0,1.499999966E-2,4.000000190E-3,1.140000001E-1
2.646893861E0,7.299999893E-2,-6.000000052E-3,8.699999750E-2
2.651881555E0,2.600000054E-2,6.000000052E-3,2.899999917E-2
2.656869233E0,-1.490000039E-1,3.500000015E-2,5.999999866E-2
2.661856925E0,-3.490000069E-1,1.030000001E-1,1.089999974E-1
2.666844583E0,-4.900000095E-1,1.780000031E-1,1.220000014E-1
2.671832276E0,-4.679999948E-1,2.129999995E-1,-4.999999888E-3
2.676820062E0,-3.569999933E-1,1.759999990E-1,-2.070000023E-1
2.681807756E0,-3.429999948E-1,1.030000001E-1,-7.020000219E-1
2.686795372E0,-4.970000088E-1,8.399999887E-2,-3.144999981E0
2.691783062E0,-5.289999843E-1,8.600000292E-2,3.039999902E-1
2.696770831E0,-3.219999969E-1,-3.599999845E-2,1.720000029E0
2.701758525E0,-1.500000060E-1,-1.030000001E-1,1.777999997E0
2.706746233E0,-6.800000370E-2,-2.829999924E-1,2.078999996E0
2.711733925E0,-3.900000080E-2,-4.259999990E-1,1.871999979E0
2.716721617E0,4.199999943E-2,-4.569999874E-1,1.432999969E0
2.721709310E0,8.399999887E-2,-3.659999967E-1,1.080999970E0
2.726697231E0,7.800000161E-2,-2.730000019E-1,9.909999967E-1
2.731684944E0,-2.000000095E-3,-2.489999980E-1,9.900000095E-1
2.736672636E0,-7.800000161E-2,-2.989999950E-1,9.850000143E-1
2.741660112E0,-1.059999987E-1,-3.409999907E-1,8.019999862E-1
2.746648033E0,-1.309999973E-1,-3.470000029E-1,6.389999986E-1
2.751635727E0,-2.210000008E-1,-2.720000148E-1,5.400000215E-1
2.756623406E0,-3.019999862E-1,-1.749999970E-1,4.609999955E-1
2.761611098E0,-4.020000100E-1,-1.059999987E-1,3.910000026E-1
2.766598790E0,-4.709999859E-1,-4.600000009E-2,4.280000031E-1
2.771586502E0,-4.280000031E-1,8.000000380E-3,4.320000112E-1
2.776574194E0,-2.680000067E-1,6.199999899E-2,3.149999976E-1
2.781561886E0,-5.299999937E-2,1.049999967E-1,6.199999899E-2
2.786549602E0,1.140000001E-1,1.030000001E-1,-2.460000068E-1
2.791537370E0,1.829999983E-1,7.900000364E-2,-5.989999771E-1
2.796525097E0,1.770000011E-1,2.400000021E-2,-8.119999766E-1
2.801512790E0,1.509999931E-1,-5.000000075E-2,-9.029999971E-1
2.806500482E0,1.669999957E-1,-8.600000292E-2,-8.849999905E-1
2.811488193E0,1.620000005E-1,-9.600000083E-2,-8.920000196E-1
2.816475886E0,1.350000054E-1,-1.010000035E-1,-9.200000167E-1
2.821463578E0,5.400000140E-2,-1.480000019E-1,-9.679999948E-1
2.826451284E0,1.620000005E-1,-1.949999928E-1,-1.080999970E0
2.831438976E0,3.249999881E-1,-2.770000100E-1,-1.177999973E0
2.836426898E0,5.170000196E-1,-3.109999895E-1,-1.233999968E0
2.841414602E0,5.320000052E-1,-3.330000043E-1,-1.172999978E0
2.846402063E0,4.769999981E-1,-3.280000091E-1,-1.054999948E0
2.851389985E0,3.799999952E-1,-2.870000005E-1,-8.130000234E-1
2.856377640E0,2.460000068E-1,-2.160000056E-1,-5.469999909E-1
2.861365332E0,1.360000074E-1,-1.780000031E-1,-3.359999955E-1
2.866352992E0,5.299999937E-2,-1.500000060E-1,-1.539999992E-1
2.871340685E0,2.099999972E-2,-1.739999950E-1,9.999999776E-3
2.876328377E0,2.800000086E-2,-2.060000002E-1,1.800000072E-1
2.881316162E0,7.800000161E-2,-2.720000148E-1,3.240000010E-1
2.886303857E0,1.770000011E-1,-3.689999878E-1,4.110000134E-1
2.891291578E0,3.260000050E-1,-4.539999962E-1,3.740000129E-1
2.896279270E0,5.730000138E-1,-4.819999933E-1,2.730000019E-1
2.901266963E0,7.850000262E-1,-4.370000064E-1,1.469999999E-1
2.906254655E0,9.229999781E-1,-3.689999878E-1,3.099999949E-2
2.911242347E0,9.430000186E-1,-2.639999986E-1,-9.700000286E-2
2.916230039E0,9.440000057E-1,-1.840000004E-1,-2.649999857E-1
2.921217956E0,9.029999971E-1,-7.999999821E-2,-4.280000031E-1
2.926205650E0,8.270000219E-1,-1.799999923E-2,-5.469999909E-1
2.931193342E0,8.289999962E-1,-7.000000030E-2,-7.250000238E-1
2.936180804E0,7.139999866E-1,-8.000000380E-3,-7.289999723E-1
2.941168725E0,5.809999704E-1,4.199999943E-2,-7.440000176E-1
2.946156414E0,5.130000114E-1,3.999999911E-2,-7.950000167E-1
2.951144107E0,5.080000162E-1,4.300000146E-2,-9.269999862E-1
2.956131799E0,5.310000181E-1,7.999999821E-2,-1.006999969E0
2.961119481E0,4.650000036E-1,1.959999949E-1,-1.034000039E0
2.966107248E0,3.519999981E-1,2.529999912E-1,-1.106999993E0
2.971094943E0,1.920000017E-1,3.059999943E-1,-1.154999971E0
2.976082635E0,-7.400000095E-2,3.630000055E-1,-1.098000050E0
2.981070327E0,-2.770000100E-1,3.779999912E-1,-1.031999946E0
2.986058020E0,-3.370000124E-1,3.889999986E-1,-9.269999862E-1
2.991045712E0,-2.750000060E-1,4.090000093E-1,-7.929999828E-1
2.996033385E0,-1.659999937E-1,4.230000079E-1,-6.980000138E-1
3.001021077E0,-1.000000015E-1,3.939999938E-1,-6.250000000E-1
3.006008736E0,-4.800000042E-2,3.549999893E-1,-5.839999914E-1
3.010996428E0,7.599999756E-2,3.129999936E-1,-5.649999976E-1
3.015984116E0,2.310000062E-1,2.540000081E-1,-3.560000062E-1
3.020971808E0,2.349999994E-1,1.899999976E-1,-2.980000079E-1
3.025959731E0,2.010000050E-1,1.319999993E-1,3.799999878E-2
3.030947405E0,1.490000039E-1,1.190000027E-1,3.269999921E-1
3.035935098E0,6.800000370E-2,9.499999881E-2,5.180000067E-1
3.040922790E0,9.999999776E-3,1.110000014E-1,6.639999747E-1
3.045910492E0,-6.800000370E-2,1.289999932E-1,7.200000286E-1
3.050898260E0,-2.189999968E-1,1.850000024E-1,7.390000224E-1
3.055885940E0,-3.359999955E-1,2.709999979E-1,6.700000167E-1
3.060873555E0,-2.590000033E-1,2.949999869E-1,5.550000072E-1
3.065861342E0,-1.209999993E-1,2.680000067E-1,4.839999974E-1
3.070849036E0,-1.080000028E-1,2.090000063E-1,4.370000064E-1
3.075836728E0,-9.799999744E-2,1.770000011E-1,4.320000112E-1
3.080824416E0,-4.399999976E-2,2.080000043E-1,4.539999962E-1
3.085812108E0,-2.500000037E-2,2.259999961E-1,5.149999857E-1
3.090799800E0,-4.500000179E-2,2.249999940E-1,5.979999900E-1
3.095787482E0,8.999999613E-3,1.589999944E-1,6.660000086E-1
3.100775174E0,1.099999994E-2,1.209999993E-1,6.610000134E-1
3.105763096E0,1.099999994E-2,1.019999981E-1,5.759999752E-1
3.110750785E0,-5.200000107E-2,1.239999980E-1,5.009999871E-1
3.115738478E0,1.180000007E-1,1.720000058E-1,4.950000048E-1
3.120726174E0,2.560000122E-1,1.780000031E-1,5.780000091E-1
3.125713866E0,2.750000060E-1,1.480000019E-1,5.749999881E-1
3.130701559E0,2.099999934E-1,8.600000292E-2,6.549999714E-1
3.135689307E0,1.379999965E-1,2.199999988E-2,8.289999962E-1
3.140677001E0,2.600000054E-2,1.999999955E-2,9.919999838E-1
3.145664693E0,7.000000216E-3,5.400000140E-2,1.031000018E0
3.150652373E0,1.360000074E-1,5.499999970E-2,9.900000095E-1
3.155640065E0,2.349999994E-1,2.099999972E-2,9.010000229E-1
3.160627757E0,4.020000100E-1,-3.400000185E-2,7.129999995E-1
3.165615429E0,5.460000038E-1,-9.600000083E-2,5.469999909E-1
3.170603121E0,5.939999819E-1,-1.129999980E-1,5.329999924E-1
3.175591043E0,5.569999814E-1,-1.209999993E-1,5.450000167E-1
3.180578737E0,4.939999878E-1,-1.350000054E-1,5.950000286E-1
3.185566430E0,5.350000262E-1,-1.000000015E-1,4.569999874E-1
3.190554117E0,5.809999704E-1,-5.299999937E-2,3.540000021E-1
3.195541809E0,5.580000281E-1,0.000000000E0,2.370000035E-1
3.200529502E0,3.300000131E-1,5.200000107E-2,1.070000008E-1
3.205517209E0,1.490000039E-1,9.899999946E-2,-1.099999994E-2
3.210504901E0,1.150000021E-1,1.500000060E-1,-4.899999872E-2
3.215492578E0,7.100000232E-2,1.529999971E-1,1.700000092E-2
3.220480346E0,-2.000000095E-3,1.350000054E-1,8.100000024E-2
3.225468040E0,-2.800000086E-2,8.100000024E-2,1.969999969E-1
3.230455733E0,-2.800000086E-2,8.999999613E-3,2.820000052E-1
3.235443425E0,-4.199999943E-2,-3.700000048E-2,3.289999962E-1
3.240431117E0,6.700000167E-2,-1.410000026E-1,3.819999993E-1
3.245418843E0,1.070000008E-1,-1.800000072E-1,4.050000012E-1
3.250406535E0,-1.099999994E-2,-1.630000025E-1,3.240000010E-1
3.255394227E0,-5.799999833E-2,-1.239999980E-1,1.570000052E-1
3.260381900E0,-6.199999899E-2,-1.030000001E-1,9.099999815E-2
3.265369823E0,-7.400000095E-2,-1.319999993E-1,7.500000298E-2
3.270357531E0,-1.030000001E-1,-1.770000011E-1,1.650000066E-1
3.275345223E0,-8.600000292E-2,-2.790000141E-1,2.680000067E-1
3.280332915E0,-7.100000232E-2,-3.000000119E-1,3.330000043E-1
3.285320608E0,-1.799999923E-2,-3.260000050E-1,3.829999864E-1
3.290308300E0,3.999999911E-2,-5.080000162E-1,3.389999866E-1
3.295295982E0,1.070000008E-1,-6.439999938E-1,2.939999998E-1
3.300283750E0,1.539999992E-1,-7.390000224E-1,2.579999864E-1
3.305271454E0,2.899999917E-1,-7.580000162E-1,2.730000019E-1
3.310259146E0,3.260000050E-1,-7.519999743E-1,2.800000012E-1
3.315246839E0,3.449999988E-1,-6.909999847E-1,2.700000107E-1
3.320234531E0,2.370000035E-1,-5.849999785E-1,1.679999977E-1
3.325222223E0,8.399999887E-2,-4.850000143E-1,8.399999887E-2
3.330209896E0,-6.000000052E-3,-3.420000076E-1,-5.799999833E-2
3.335197588E0,-6.199999899E-2,-1.860000044E-1,-2.380000055E-1
3.340185510E0,-8.200000226E-2,-5.600000173E-2,-3.930000067E-1
3.345173204E0,-1.350000054E-1,4.199999943E-2,-5.809999704E-1
3.350160661E0,-1.819999963E-1,8.299999684E-2,-8.019999862E-1
3.355148582E0,-6.700000167E-2,1.969999969E-1,-1.006999969E0
3.360136295E0,-1.049999967E-1,2.399999946E-1,-1.212000012E0
3.365123988E0,2.600000054E-2,2.820000052E-1,-1.322999954E0
3.370111680E0,1.000000047E-3,2.899999917E-1,-1.427999973E0
3.375099386E0,4.100000113E-2,2.930000126E-1,-1.452999949E0
3.380087153E0,0.000000000E0,2.669999897E-1,-1.371000051E0
3.385074839E0,-1.799999923E-2,2.619999945E-1,-1.317000031E0
3.390062531E0,-3.700000048E-2,2.360000014E-1,-1.195000052E0
3.395050208E0,-2.800000086E-2,1.710000038E-1,-1.080999970E0
3.400037901E0,-4.699999839E-2,6.800000370E-2,-8.870000243E-1
3.405025822E0,-7.000000030E-2,-2.899999917E-2,-6.330000162E-1
3.410013285E0,-6.899999827E-2,-1.150000021E-1,-3.840000033E-1
3.415000976E0,-8.999999613E-3,-1.990000010E-1,-2.230000049E-1
3.419988899E0,4.500000179E-2,-3.109999895E-1,-9.399999678E-2
3.424976593E0,7.199999690E-2,-4.020000100E-1,3.700000048E-2
3.429964271E0,4.399999976E-2,-4.709999859E-1,1.689999998E-1
3.434951964E0,-5.400000140E-2,-4.819999933E-1,3.289999962E-1
3.439939670E0,-1.979999989E-1,-4.350000024E-1,4.320000112E-1
3.444927437E0,-3.039999902E-1,-3.899999857E-1,4.219999909E-1
3.449915055E0,-3.120000064E-1,-3.600000143E-1,3.089999855E-1
3.454902726E0,-2.879999876E-1,-3.339999914E-1,1.430000067E-1
3.459890495E0,-2.489999980E-1,-3.149999976E-1,-4.300000146E-2
3.464878219E0,-1.940000057E-1,-3.129999936E-1,-1.500000060E-1
3.469865834E0,-1.599999964E-1,-3.420000076E-1,-2.169999927E-1
3.474853601E0,-1.689999998E-1,-3.249999881E-1,-2.349999994E-1
3.479841314E0,-1.669999957E-1,-2.660000026E-1,-2.639999986E-1
3.484829006E0,-1.870000064E-1,-1.630000025E-1,-3.240000010E-1
3.489816689E0,-3.319999874E-1,-4.199999943E-2,-4.819999933E-1
3.494804382E0,-5.740000010E-1,6.499999762E-2,-6.069999933E-1
3.499792308E0,-7.350000143E-1,1.589999944E-1,-6.750000119E-1
3.504780002E0,-9.060000181E-1,2.689999938E-1,-7.030000091E-1
3.509767694E0,-9.079999924E-1,3.400000036E-1,-7.960000038E-1
3.514755387E0,-8.149999976E-1,3.619999886E-1,-8.339999914E-1
3.519743079E0,-7.110000253E-1,3.429999948E-1,-8.180000186E-1
3.524730790E0,-6.639999747E-1,2.910000086E-1,-7.730000019E-1
3.529718483E0,-5.749999881E-1,1.809999943E-1,-6.880000234E-1
3.534706175E0,-4.679999948E-1,1.299999952E-1,-6.529999971E-1
3.539693947E0,-3.379999995E-1,1.190000027E-1,-5.109999776E-1
3.544681641E0,-2.090000063E-1,1.490000039E-1,-3.490000069E-1
3.549669329E0,-8.299999684E-2,1.379999965E-1,-2.370000035E-1
3.554657021E0,-1.979999989E-1,1.199999973E-1,-1.990000010E-1
3.559644699E0,-5.700000003E-2,3.330000043E-1,-2.569999993E-1
3.564632392E0,7.000000216E-3,5.400000215E-1,-3.900000080E-2
3.569620084E0,-1.999999955E-2,6.240000129E-1,1.099999994E-1
3.574607757E0,-2.380000055E-1,6.890000105E-1,4.699999839E-2
3.579595678E0,-3.670000136E-1,6.309999824E-1,1.319999993E-1
3.584583373E0,-3.829999864E-1,5.600000024E-1,2.389999926E-1
3.589571065E0,-3.199999928E-1,5.500000119E-1,3.039999902E-1
3.594558757E0,-2.290000021E-1,5.509999990E-1,2.870000005E-1
3.599546469E0,-1.519999951E-1,5.270000100E-1,2.090000063E-1
3.604534161E0,-9.499999881E-2,4.609999955E-1,1.379999965E-1
3.609521853E0,-5.900000036E-2,4.269999862E-1,1.260000020E-1
3.614509545E0,-2.600000054E-2,3.790000081E-1,1.909999996E-1
3.619497313E0,3.400000185E-2,3.030000031E-1,2.579999864E-1
3.624485007E0,8.799999952E-2,2.269999981E-1,3.519999981E-1
3.629472700E0,1.110000014E-1,1.490000039E-1,4.729999900E-1
3.634460392E0,1.190000027E-1,1.169999987E-1,5.329999924E-1
3.639448084E0,1.449999958E-1,1.190000027E-1,5.389999747E-1
3.644435814E0,1.369999945E-1,2.039999962E-1,4.869999886E-1
3.649423506E0,1.400000043E-2,2.649999857E-1,4.050000012E-1
3.654411394E0,-6.700000167E-2,2.730000019E-1,2.849999964E-1
3.659399088E0,-1.129999980E-1,2.529999912E-1,2.529999912E-1
3.664386781E0,-1.739999950E-1,2.210000008E-1,3.600000143E-1
3.669374473E0,-1.700000018E-1,2.249999940E-1,4.679999948E-1
3.674362165E0,-2.569999993E-1,2.329999954E-1,5.979999900E-1
3.679349858E0,-3.030000031E-1,2.560000122E-1,6.529999971E-1
3.684337550E0,-3.610000014E-1,2.750000060E-1,5.260000229E-1
3.689325236E0,-4.110000134E-1,2.509999871E-1,4.900000095E-1
3.694312928E0,-3.630000055E-1,2.230000049E-1,5.030000210E-1
3.699300683E0,-2.770000100E-1,1.589999944E-1,4.819999933E-1
3.704288377E0,-1.949999928E-1,3.900000080E-2,4.199999869E-1
3.709276050E0,-1.159999967E-1,-5.999999866E-2,4.639999866E-1
3.714263743E0,-6.400000304E-2,-1.620000005E-1,5.759999752E-1
3.719251435E0,6.300000101E-2,-2.349999994E-1,5.429999828E-1
3.724239127E0,1.979999989E-1,-2.669999897E-1,3.700000048E-1
3.729226819E0,3.149999976E-1,-2.339999974E-1,9.600000083E-2
3.734214506E0,2.249999940E-1,-1.909999996E-1,-1.580000073E-1
3.739202428E0,8.000000380E-3,-8.799999952E-2,-2.890000045E-1
3.744190122E0,-2.230000049E-1,2.700000070E-2,-2.039999962E-1
3.749177815E0,-3.889999986E-1,1.169999987E-1,-8.550000191E-1
3.754165507E0,-8.629999757E-1,3.140000105E-1,-1.429000020E0
3.759153228E0,-9.869999886E-1,2.910000086E-1,1.113999963E0
3.764140921E0,-1.011999965E0,9.300000221E-2,2.163000107E0
3.769128631E0,-1.197999954E0,-1.499999966E-2,2.177000046E0
3.774116323E0,-9.599999785E-1,-1.319999993E-1,2.164999962E0
3.779104091E0,-5.379999876E-1,-2.210000008E-1,1.695000052E0
3.784091785E0,-2.179999948E-1,-2.300000042E-1,1.141999960E0
3.789079477E0,-2.500000037E-2,-2.070000023E-1,7.099999785E-1
3.794067183E0,7.299999893E-2,-2.039999962E-1,5.120000243E-1
3.799054876E0,1.180000007E-1,-1.990000010E-1,4.580000043E-1
