"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.287742256E2,5.350000262E-1,5.999999866E-2,-3.079999983E-1
1.287792126E2,4.740000069E-1,5.000000075E-2,-2.020000070E-1
1.287841995E2,4.020000100E-1,3.400000185E-2,-1.010000035E-1
1.287891866E2,3.120000064E-1,5.000000075E-2,8.999999613E-3
1.287941736E2,2.230000049E-1,6.499999762E-2,1.080000028E-1
1.287991607E2,1.689999998E-1,1.040000021E-1,1.899999976E-1
1.288041478E2,1.040000021E-1,1.250000000E-1,2.630000114E-1
1.288091349E2,3.900000080E-2,1.609999985E-1,3.350000083E-1
1.288141220E2,-3.500000015E-2,1.770000011E-1,3.980000019E-1
1.288191091E2,-8.699999750E-2,1.930000037E-1,4.259999990E-1
1.288240961E2,-1.309999973E-1,2.099999934E-1,4.589999914E-1
1.288290832E2,-1.410000026E-1,1.949999928E-1,4.920000136E-1
1.288340703E2,-1.340000033E-1,1.959999949E-1,5.429999828E-1
1.288390574E2,-1.199999973E-1,1.930000037E-1,6.309999824E-1
1.288440445E2,-1.340000033E-1,1.959999949E-1,7.649999857E-1
1.288490316E2,-2.259999961E-1,2.010000050E-1,9.359999895E-1
1.288540187E2,-3.300000131E-1,1.909999996E-1,1.090000033E0
1.288590057E2,-3.980000019E-1,1.550000012E-1,1.208999991E0
1.288639928E2,-4.329999983E-1,1.280000061E-1,1.266000032E0
1.288689799E2,-3.889999986E-1,9.799999744E-2,1.276999950E0
1.288739670E2,-3.300000131E-1,7.299999893E-2,1.245000005E0
1.288789540E2,-2.430000007E-1,5.600000173E-2,1.149000049E0
1.288839411E2,-1.669999957E-1,5.099999905E-2,1.011000037E0
1.288889282E2,-9.399999678E-2,3.700000048E-2,8.360000253E-1
1.288939153E2,-5.900000036E-2,2.099999972E-2,6.549999714E-1
1.288989023E2,-4.199999943E-2,-2.600000054E-2,4.550000131E-1
1.289038893E2,-2.800000086E-2,-7.999999821E-2,2.969999909E-1
1.289088764E2,-1.999999955E-2,-1.140000001E-1,1.679999977E-1
1.289138635E2,-9.999999776E-3,-1.500000060E-1,1.309999973E-1
1.289188506E2,-1.799999923E-2,-1.490000039E-1,1.620000005E-1
1.289238376E2,-4.100000113E-2,-1.400000006E-1,2.329999954E-1
1.289288248E2,-7.699999958E-2,-1.230000034E-1,3.070000112E-1
1.289338118E2,-1.340000033E-1,-9.499999881E-2,3.849999905E-1
1.289387989E2,-1.879999936E-1,-9.899999946E-2,4.580000043E-1
1.289437859E2,-2.440000027E-1,-1.190000027E-1,4.900000095E-1
1.289487730E2,-2.500000000E-1,-1.829999983E-1,4.819999933E-1
1.289537601E2,-2.160000056E-1,-1.979999989E-1,4.679999948E-1
1.289587472E2,-1.759999990E-1,-1.599999964E-1,4.390000105E-1
1.289637343E2,-1.679999977E-1,-1.030000001E-1,3.819999993E-1
1.289687213E2,-1.949999928E-1,0.000000000E0,3.519999981E-1
1.289737084E2,-2.249999940E-1,5.999999866E-2,3.499999940E-1
1.289786955E2,-2.370000035E-1,6.300000101E-2,3.759999871E-1
1.289836825E2,-2.419999987E-1,1.999999955E-2,3.750000000E-1
1.289886696E2,-2.790000141E-1,-3.099999949E-2,4.020000100E-1
1.289936567E2,-3.650000095E-1,-6.899999827E-2,4.609999955E-1
1.289986438E2,-5.009999871E-1,-1.099999994E-1,5.180000067E-1
1.290036308E2,-6.510000229E-1,-1.400000006E-1,5.450000167E-1
1.290086179E2,-7.680000067E-1,-1.710000038E-1,5.580000281E-1
1.290136050E2,-8.140000105E-1,-2.039999962E-1,5.120000243E-1
1.290185920E2,-8.000000119E-1,-2.419999987E-1,4.189999998E-1
1.290235791E2,-6.980000138E-1,-2.529999912E-1,3.179999888E-1
1.290285662E2,-5.479999781E-1,-2.630000114E-1,2.349999994E-1
1.290335532E2,-3.770000041E-1,-2.370000035E-1,1.940000057E-1
1.290385403E2,-1.809999943E-1,-2.169999927E-1,2.119999975E-1
1.290435274E2,1.499999966E-2,-2.230000049E-1,2.290000021E-1
1.290485145E2,1.480000019E-1,-2.569999993E-1,3.210000098E-1
1.290535015E2,2.329999954E-1,-3.030000031E-1,4.440000057E-1
1.290584886E2,3.009999990E-1,-3.819999993E-1,5.799999833E-1
1.290634757E2,3.750000000E-1,-4.650000036E-1,7.469999790E-1
1.290684628E2,4.550000131E-1,-5.310000181E-1,7.620000243E-1
1.290734499E2,5.540000200E-1,-5.830000043E-1,7.229999900E-1
1.290784370E2,6.610000134E-1,-6.010000110E-1,5.910000205E-1
1.290834240E2,7.639999986E-1,-5.780000091E-1,4.690000117E-1
1.290884109E2,8.569999933E-1,-5.329999924E-1,3.389999866E-1
1.290933982E2,9.250000119E-1,-4.399999976E-1,2.290000021E-1
1.290983853E2,9.060000181E-1,-3.400000036E-1,1.059999987E-1
1.291033724E2,8.439999819E-1,-2.129999995E-1,-4.600000009E-2
1.291083592E2,7.269999981E-1,-1.010000035E-1,-2.549999952E-1
1.291133463E2,5.680000186E-1,-1.200000010E-2,-5.070000291E-1
1.291183334E2,3.970000148E-1,6.800000370E-2,-7.390000224E-1
1.291233205E2,2.020000070E-1,1.500000060E-1,-9.319999814E-1
1.291283075E2,1.000000047E-3,2.709999979E-1,-1.090000033E0
1.291332946E2,-1.630000025E-1,3.970000148E-1,-1.184000015E0
1.291382819E2,-2.969999909E-1,5.109999776E-1,-1.241999984E0
1.291432688E2,-4.390000105E-1,6.159999967E-1,-1.243000031E0
1.291482558E2,-5.600000024E-1,6.919999719E-1,-1.167999983E0
1.291532429E2,-6.869999766E-1,7.369999886E-1,-1.070999980E0
1.291582300E2,-7.910000086E-1,7.450000048E-1,-9.539999962E-1
1.291632171E2,-8.830000162E-1,7.260000110E-1,-8.439999819E-1
1.291682042E2,-9.459999800E-1,6.940000057E-1,-7.400000095E-1
1.291731912E2,-9.639999866E-1,6.470000148E-1,-6.570000052E-1
1.291781783E2,-9.259999990E-1,5.899999738E-1,-5.809999704E-1
1.291831654E2,-8.479999900E-1,5.180000067E-1,-5.009999871E-1
1.291881524E2,-7.129999995E-1,4.259999990E-1,-4.070000052E-1
1.291931395E2,-5.199999809E-1,3.100000024E-1,-2.809999883E-1
1.291981266E2,-2.939999998E-1,2.039999962E-1,-1.369999945E-1
1.292031137E2,-1.120000035E-1,9.200000018E-2,-2.899999917E-2
1.292081007E2,1.700000092E-2,-2.000000095E-3,-8.000000380E-3
1.292130878E2,1.659999937E-1,-1.360000074E-1,6.000000052E-3
1.292180749E2,3.549999893E-1,-2.639999986E-1,6.400000304E-2
1.292230620E2,4.889999926E-1,-3.389999866E-1,1.110000014E-1
1.292280491E2,5.640000105E-1,-3.840000033E-1,6.400000304E-2
1.292330361E2,5.830000043E-1,-3.860000074E-1,-5.200000107E-2
1.292380232E2,6.039999723E-1,-3.260000050E-1,-1.979999989E-1
1.292430103E2,6.250000000E-1,-2.829999924E-1,-4.149999917E-1
1.292479973E2,6.660000086E-1,-2.129999995E-1,-6.690000296E-1
1.292529844E2,7.269999981E-1,-1.400000006E-1,-8.930000067E-1
1.292579714E2,7.670000196E-1,-5.200000107E-2,-1.052000046E0
1.292629585E2,7.990000248E-1,4.999999888E-3,-1.182000041E0
1.292679456E2,8.040000200E-1,6.499999762E-2,-1.259999990E0
1.292729327E2,8.059999943E-1,7.100000232E-2,-1.304999948E0
1.292779197E2,7.860000134E-1,7.599999756E-2,-1.292999983E0
1.292829068E2,7.519999743E-1,8.900000155E-2,-1.207999945E0
1.292878939E2,7.329999804E-1,9.399999678E-2,-1.123999953E0
1.292928810E2,7.549999952E-1,9.700000286E-2,-1.070999980E0
1.292978680E2,7.799999714E-1,1.080000028E-1,-1.023000002E0
1.293028551E2,7.720000148E-1,1.280000061E-1,-9.279999733E-1
1.293078421E2,7.490000129E-1,1.829999983E-1,-7.590000033E-1
1.293128292E2,6.779999733E-1,2.060000002E-1,-6.150000095E-1
1.293178162E2,5.939999819E-1,1.949999928E-1,-4.569999874E-1
1.293228034E2,5.130000114E-1,1.940000057E-1,-3.370000124E-1
1.293277905E2,4.120000005E-1,1.990000010E-1,-2.259999961E-1
1.293327775E2,3.179999888E-1,1.979999989E-1,-1.129999980E-1
1.293377645E2,2.280000001E-1,2.210000008E-1,-2.700000070E-2
1.293427516E2,1.669999957E-1,2.569999993E-1,6.000000052E-3
1.293477387E2,1.469999999E-1,2.770000100E-1,5.400000140E-2
1.293527258E2,1.250000000E-1,2.879999876E-1,1.280000061E-1
1.293577128E2,1.040000021E-1,2.549999952E-1,2.269999981E-1
1.293626999E2,7.299999893E-2,2.269999981E-1,3.249999881E-1
1.293676870E2,8.200000226E-2,1.889999956E-1,3.919999897E-1
1.293726741E2,7.999999821E-2,1.689999998E-1,4.359999895E-1
1.293776612E2,1.030000001E-1,1.500000060E-1,4.769999981E-1
1.293826482E2,1.260000020E-1,1.449999958E-1,5.410000086E-1
1.293876353E2,1.410000026E-1,1.449999958E-1,6.529999971E-1
1.293926224E2,1.410000026E-1,1.439999938E-1,7.900000215E-1
1.293976095E2,1.070000008E-1,1.340000033E-1,9.100000262E-1
1.294025965E2,4.399999976E-2,1.150000021E-1,9.980000257E-1
1.294075836E2,1.400000043E-2,8.200000226E-2,1.026000023E0
1.294125707E2,3.200000152E-2,4.300000146E-2,1.019999981E0
1.294175578E2,4.800000042E-2,4.199999943E-2,1.000000000E0
1.294225448E2,1.899999939E-2,5.299999937E-2,1.006999969E0
1.294275319E2,4.000000190E-3,6.700000167E-2,1.009999990E0
1.294325190E2,-4.999999888E-3,6.499999762E-2,1.024000049E0
1.294375061E2,3.099999949E-2,2.300000004E-2,9.940000176E-1
1.294424932E2,7.599999756E-2,-3.400000185E-2,9.160000086E-1
1.294474803E2,1.650000066E-1,-8.699999750E-2,8.610000014E-1
1.294524674E2,2.660000026E-1,-1.019999981E-1,8.169999719E-1
1.294574544E2,3.770000041E-1,-7.400000095E-2,7.969999909E-1
1.294624415E2,4.090000093E-1,-3.200000152E-2,8.389999866E-1
1.294674286E2,4.020000100E-1,1.600000076E-2,9.120000005E-1
1.294724157E2,3.790000081E-1,3.000000026E-3,9.190000296E-1
1.294774027E2,3.720000088E-1,-5.200000107E-2,9.399999976E-1
1.294823898E2,3.389999866E-1,-1.620000005E-1,9.670000076E-1
1.294873769E2,2.930000126E-1,-2.720000148E-1,1.062000036E0
1.294923639E2,2.319999933E-1,-3.030000031E-1,1.251999974E0
1.294973510E2,1.379999965E-1,-2.829999924E-1,1.434000015E0
1.295023379E2,9.999999776E-3,-2.409999967E-1,1.567000031E0
1.295073250E2,-1.309999973E-1,-2.140000015E-1,1.621000051E0
1.295123123E2,-2.479999959E-1,-2.269999981E-1,1.567000031E0
1.295172994E2,-3.300000131E-1,-2.080000043E-1,1.485000014E0
1.295222864E2,-4.059999883E-1,-2.099999934E-1,1.381000042E0
1.295272735E2,-4.970000088E-1,-1.870000064E-1,1.325000048E0
1.295322606E2,-6.499999762E-1,-1.169999987E-1,1.238000035E0
1.295372474E2,-7.329999804E-1,-8.000000380E-3,1.095999956E0
1.295422345E2,-7.319999933E-1,8.500000089E-2,8.690000176E-1
1.295472216E2,-6.259999871E-1,1.620000005E-1,5.799999833E-1
1.295522086E2,-4.560000002E-1,2.140000015E-1,1.879999936E-1
1.295571957E2,-2.790000141E-1,2.319999933E-1,-2.569999993E-1
1.295621828E2,-1.749999970E-1,2.099999934E-1,-6.779999733E-1
1.295671699E2,-1.819999963E-1,1.819999963E-1,-1.003999949E0
1.295721569E2,-2.989999950E-1,1.720000058E-1,-1.213000059E0
1.295771440E2,-4.149999917E-1,1.260000020E-1,-1.264999986E0
1.295821311E2,-4.990000129E-1,4.500000179E-2,-1.251999974E0
1.295871182E2,-5.540000200E-1,-3.599999845E-2,-1.167999983E0
1.295921052E2,-5.180000067E-1,-1.049999967E-1,-1.052999973E0
1.295970923E2,-4.029999971E-1,-2.179999948E-1,-9.190000296E-1
1.296020794E2,-2.720000148E-1,-3.280000091E-1,-8.460000157E-1
1.296070665E2,-1.389999986E-1,-4.090000093E-1,-7.279999852E-1
1.296120536E2,-2.099999972E-2,-4.709999859E-1,-6.150000095E-1
1.296170407E2,8.600000292E-2,-5.260000229E-1,-4.749999940E-1
1.296220277E2,1.679999977E-1,-5.220000148E-1,-3.589999974E-1
1.296270148E2,2.300000042E-1,-5.519999862E-1,-3.269999921E-1
1.296320018E2,2.870000005E-1,-5.699999928E-1,-3.610000014E-1
1.296369889E2,3.350000083E-1,-5.279999971E-1,-4.339999855E-1
1.296419760E2,4.079999924E-1,-4.550000131E-1,-5.680000186E-1
1.296469630E2,4.790000021E-1,-3.429999948E-1,-7.739999890E-1
1.296519501E2,5.230000019E-1,-2.319999933E-1,-9.850000143E-1
1.296569371E2,5.239999890E-1,-1.260000020E-1,-1.139999986E0
1.296619243E2,4.519999921E-1,-5.099999905E-2,-1.245000005E0
1.296669114E2,3.230000138E-1,-1.799999923E-2,-1.281999946E0
1.296718985E2,1.819999963E-1,3.500000015E-2,-1.276000023E0
1.296768855E2,5.099999905E-2,7.599999756E-2,-1.202999949E0
1.296818726E2,-9.399999678E-2,1.040000021E-1,-1.001999974E0
1.296868596E2,-2.739999890E-1,1.369999945E-1,-8.130000234E-1
1.296918467E2,-4.819999933E-1,1.630000025E-1,-6.010000110E-1
1.296968338E2,-6.520000100E-1,1.689999998E-1,-4.000000060E-1
1.297018209E2,-8.100000024E-1,1.599999964E-1,-2.700000107E-1
1.297068079E2,-9.240000248E-1,1.449999958E-1,-2.160000056E-1
1.297117950E2,-1.019000053E0,1.239999980E-1,-1.689999998E-1
1.297167822E2,-1.065999985E0,1.010000035E-1,-1.500000060E-1
1.297217692E2,-1.093999982E0,8.399999887E-2,-1.430000067E-1
1.297267563E2,-1.080000043E0,1.059999987E-1,-1.490000039E-1
1.297317433E2,-1.060999990E0,1.230000034E-1,-1.299999952E-1
1.297367304E2,-1.019000053E0,1.150000021E-1,-1.059999987E-1
1.297417175E2,-9.800000191E-1,9.200000018E-2,-6.199999899E-2
1.297467046E2,-8.780000210E-1,2.199999988E-2,-7.000000216E-3
1.297516917E2,-6.980000138E-1,-5.400000140E-2,8.999999613E-3
1.297566787E2,-5.090000033E-1,-1.239999980E-1,1.099999994E-2
1.297616658E2,-2.960000038E-1,-1.659999937E-1,-9.999999776E-3
1.297666529E2,-9.300000221E-2,-2.109999955E-1,-8.799999952E-2
1.297716400E2,1.319999993E-1,-2.280000001E-1,-2.160000056E-1
1.297766270E2,3.560000062E-1,-2.479999959E-1,-3.740000129E-1
1.297816141E2,5.839999914E-1,-2.569999993E-1,-4.959999919E-1
1.297866012E2,7.409999967E-1,-2.540000081E-1,-5.830000043E-1
1.297915883E2,8.590000272E-1,-2.579999864E-1,-6.119999886E-1
1.297965751E2,9.279999733E-1,-2.700000107E-1,-6.079999804E-1
1.298015624E2,9.679999948E-1,-2.599999905E-1,-5.299999714E-1
1.298065492E2,9.800000191E-1,-2.669999897E-1,-4.679999948E-1
1.298115363E2,9.789999723E-1,-2.630000114E-1,-4.050000012E-1
1.298165234E2,9.060000181E-1,-2.430000007E-1,-3.219999969E-1
1.298215105E2,8.090000153E-1,-2.140000015E-1,-2.649999857E-1
1.298264976E2,7.099999785E-1,-1.710000038E-1,-2.249999940E-1
1.298314847E2,6.060000062E-1,-1.289999932E-1,-1.480000019E-1
1.298364718E2,4.830000103E-1,-4.899999872E-2,-8.900000155E-2
1.298414588E2,3.310000002E-1,0.000000000E0,-2.700000070E-2
1.298464459E2,1.509999931E-1,4.600000009E-2,-8.000000380E-3
1.298514330E2,-4.500000179E-2,5.799999833E-2,1.899999939E-2
1.298564200E2,-2.160000056E-1,9.399999678E-2,8.799999952E-2
1.298614071E2,-3.280000091E-1,1.250000000E-1,1.700000018E-1
1.298663942E2,-4.149999917E-1,1.840000004E-1,2.849999964E-1
1.298713812E2,-4.970000088E-1,2.489999980E-1,4.289999902E-1
1.298763683E2,-5.950000286E-1,2.829999924E-1,5.460000038E-1
1.298813554E2,-7.020000219E-1,3.240000010E-1,6.340000033E-1
1.298863425E2,-7.910000086E-1,3.529999852E-1,7.139999866E-1
1.298913296E2,-8.759999871E-1,3.720000088E-1,7.900000215E-1
1.298963166E2,-9.169999957E-1,3.919999897E-1,8.230000138E-1
1.299013037E2,-8.849999905E-1,3.759999871E-1,7.889999747E-1
1.299062908E2,-7.770000100E-1,3.549999893E-1,6.690000296E-1
1.299112779E2,-6.420000196E-1,3.280000091E-1,5.099999905E-1
1.299162650E2,-5.180000067E-1,3.230000138E-1,3.540000021E-1
1.299212521E2,-4.180000126E-1,3.240000010E-1,2.300000042E-1
1.299262391E2,-3.129999936E-1,3.009999990E-1,1.570000052E-1
1.299312261E2,-2.430000007E-1,2.919999957E-1,1.120000035E-1
1.299362133E2,-1.899999976E-1,2.739999890E-1,1.679999977E-1
1.299412003E2,-1.519999951E-1,2.540000081E-1,2.240000069E-1
1.299461874E2,-1.369999945E-1,2.199999988E-1,2.980000079E-1
1.299511744E2,-1.270000041E-1,2.199999988E-1,3.269999921E-1
1.299561615E2,-1.239999980E-1,1.969999969E-1,3.680000007E-1
1.299611486E2,-1.340000033E-1,1.169999987E-1,3.370000124E-1
1.299661357E2,-1.529999971E-1,2.099999972E-2,3.339999914E-1
1.299711227E2,-2.010000050E-1,-9.300000221E-2,3.840000033E-1
1.299761098E2,-2.890000045E-1,-1.759999990E-1,5.070000291E-1
1.299810969E2,-3.770000041E-1,-2.560000122E-1,6.230000257E-1
1.299860840E2,-4.370000064E-1,-2.890000045E-1,7.189999819E-1
1.299910711E2,-4.239999950E-1,-2.730000019E-1,7.590000033E-1
1.299960582E2,-3.300000131E-1,-2.430000007E-1,7.549999952E-1
1.300010453E2,-1.780000031E-1,-2.730000019E-1,7.260000110E-1
1.300060323E2,1.600000076E-2,-3.449999988E-1,6.819999814E-1
1.300110194E2,1.930000037E-1,-3.980000019E-1,5.989999771E-1
1.300160062E2,3.339999914E-1,-3.910000026E-1,4.990000129E-1
1.300209933E2,4.530000091E-1,-3.379999995E-1,3.600000143E-1
1.300259804E2,5.139999986E-1,-2.450000048E-1,1.640000045E-1
1.300309675E2,5.239999890E-1,-1.770000011E-1,0.000000000E0
1.300359546E2,5.170000196E-1,-1.299999952E-1,-1.169999987E-1
1.300409419E2,4.670000076E-1,-1.019999981E-1,-1.640000045E-1
1.300459290E2,3.869999945E-1,-7.599999756E-2,-1.239999980E-1
1.300509158E2,2.630000114E-1,-5.099999905E-2,-2.600000054E-2
1.300559029E2,1.150000021E-1,4.000000190E-3,7.000000030E-2
1.300608900E2,-2.400000021E-2,4.699999839E-2,1.630000025E-1
1.300658771E2,-1.400000006E-1,9.700000286E-2,3.050000072E-1
1.300708641E2,-2.540000081E-1,1.369999945E-1,4.639999866E-1
1.300758512E2,-3.310000002E-1,1.879999936E-1,6.259999871E-1
1.300808383E2,-3.819999993E-1,2.020000070E-1,7.229999900E-1
1.300858254E2,-3.659999967E-1,1.899999976E-1,7.559999824E-1
1.300908124E2,-3.519999981E-1,1.389999986E-1,7.369999886E-1
1.300957995E2,-2.930000126E-1,5.499999970E-2,7.220000029E-1
1.301007866E2,-2.060000002E-1,-3.900000080E-2,7.189999819E-1
1.301057737E2,-1.490000039E-1,-1.770000011E-1,6.959999800E-1
1.301107607E2,-1.120000035E-1,-2.949999869E-1,6.499999762E-1
1.301157478E2,-1.369999945E-1,-3.790000081E-1,6.290000081E-1
1.301207349E2,-1.860000044E-1,-4.120000005E-1,6.010000110E-1
1.301257220E2,-2.199999988E-1,-3.829999864E-1,5.360000134E-1
1.301307090E2,-2.389999926E-1,-3.580000103E-1,4.839999974E-1
1.301356961E2,-2.540000081E-1,-3.440000117E-1,4.679999948E-1
1.301406832E2,-2.509999871E-1,-3.540000021E-1,4.469999969E-1
1.301456702E2,-2.430000007E-1,-3.860000074E-1,4.090000093E-1
1.301506572E2,-2.230000049E-1,-4.009999931E-1,3.219999969E-1
1.301556443E2,-1.609999985E-1,-3.910000026E-1,2.529999912E-1
1.301606314E2,-8.699999750E-2,-3.479999900E-1,1.599999964E-1
1.301656185E2,-8.000000380E-3,-2.800000012E-1,8.000000380E-3
1.301706055E2,7.699999958E-2,-1.949999928E-1,-2.039999962E-1
1.301755926E2,1.589999944E-1,-1.040000021E-1,-4.519999921E-1
1.301805797E2,2.349999994E-1,-3.900000080E-2,-7.310000062E-1
1.301855668E2,2.509999871E-1,2.500000037E-2,-9.700000286E-1
1.301905538E2,2.479999959E-1,9.700000286E-2,-1.223999977E0
1.301955409E2,2.080000043E-1,1.770000011E-1,-1.440999985E0
1.302005280E2,1.449999958E-1,2.700000107E-1,-1.582000017E0
1.302055151E2,9.099999815E-2,3.569999933E-1,-1.672999978E0
1.302105021E2,2.899999917E-2,4.490000010E-1,-1.720999956E0
1.302154892E2,-1.600000076E-2,5.019999743E-1,-1.741000056E0
1.302204763E2,-5.099999905E-2,5.339999795E-1,-1.710999966E0
1.302254634E2,-7.100000232E-2,5.210000277E-1,-1.651999950E0
1.302304504E2,-7.000000030E-2,5.090000033E-1,-1.574000001E0
1.302354375E2,-9.700000286E-2,4.390000105E-1,-1.468000054E0
1.302404246E2,-1.330000013E-1,3.479999900E-1,-1.307999969E0
1.302454114E2,-1.369999945E-1,2.339999974E-1,-1.118999958E0
1.302503985E2,-1.129999980E-1,1.180000007E-1,-9.259999990E-1
1.302553856E2,-9.000000358E-2,9.999999776E-3,-7.080000043E-1
1.302603727E2,-1.700000092E-2,-8.100000024E-2,-5.609999895E-1
1.302653597E2,7.199999690E-2,-1.490000039E-1,-4.539999962E-1
1.302703468E2,1.689999998E-1,-1.729999930E-1,-4.029999971E-1
1.302753339E2,2.540000081E-1,-1.990000010E-1,-3.819999993E-1
1.302803210E2,3.440000117E-1,-2.049999982E-1,-3.589999974E-1
1.302853080E2,4.230000079E-1,-2.249999940E-1,-3.560000062E-1
1.302902951E2,5.239999890E-1,-2.660000026E-1,-3.600000143E-1
1.302952822E2,6.370000243E-1,-2.939999998E-1,-3.910000026E-1
1.303002693E2,7.110000253E-1,-3.059999943E-1,-4.120000005E-1
1.303052564E2,7.659999728E-1,-2.919999957E-1,-4.269999862E-1
1.303102434E2,7.969999909E-1,-2.639999986E-1,-4.029999971E-1
1.303152306E2,7.749999762E-1,-2.290000021E-1,-3.700000048E-1
1.303202176E2,7.580000162E-1,-1.940000057E-1,-3.479999900E-1
1.303252047E2,7.500000000E-1,-1.459999979E-1,-3.680000007E-1
1.303301918E2,7.360000014E-1,-9.399999678E-2,-4.460000098E-1
1.303351789E2,7.239999771E-1,-2.099999972E-2,-5.350000262E-1
1.303401659E2,7.250000238E-1,3.999999911E-2,-6.230000257E-1
1.303451530E2,6.930000186E-1,7.999999821E-2,-6.570000052E-1
1.303501400E2,6.399999857E-1,1.190000027E-1,-6.370000243E-1
1.303551271E2,5.749999881E-1,1.430000067E-1,-5.709999800E-1
1.303601142E2,4.830000103E-1,1.949999928E-1,-4.970000088E-1
1.303651013E2,3.980000019E-1,2.129999995E-1,-3.740000129E-1
1.303700884E2,3.470000029E-1,2.529999912E-1,-2.569999993E-1
1.303750754E2,2.619999945E-1,2.860000134E-1,-1.420000046E-1
1.303800625E2,1.599999964E-1,3.319999874E-1,-3.900000080E-2
1.303850496E2,5.499999970E-2,3.689999878E-1,5.000000075E-2
1.303900367E2,-4.300000146E-2,4.059999883E-1,1.190000027E-1
1.303950238E2,-1.209999993E-1,4.210000038E-1,1.749999970E-1
1.304000108E2,-1.400000006E-1,4.339999855E-1,2.150000036E-1
1.304049979E2,-1.309999973E-1,4.510000050E-1,2.140000015E-1
1.304099850E2,-1.280000061E-1,4.729999900E-1,2.189999968E-1
1.304149721E2,-1.330000013E-1,4.860000014E-1,2.590000033E-1
1.304199591E2,-1.099999994E-1,4.839999974E-1,3.470000029E-1
1.304249462E2,-7.299999893E-2,4.620000124E-1,4.460000098E-1
1.304299333E2,-1.000000047E-3,4.210000038E-1,5.809999704E-1
1.304349204E2,6.599999964E-2,3.429999948E-1,7.229999900E-1
1.304399072E2,1.560000032E-1,2.549999952E-1,8.790000081E-1
1.304448943E2,2.399999946E-1,1.790000051E-1,1.026999950E0
1.304498814E2,3.179999888E-1,1.089999974E-1,1.161999941E0
1.304548685E2,3.600000143E-1,4.500000179E-2,1.302999973E0
1.304598555E2,3.370000124E-1,-1.099999994E-2,1.409999967E0
1.304648426E2,2.700000107E-1,-5.299999937E-2,1.590000033E0
1.304698297E2,2.140000015E-1,-8.299999684E-2,1.687000036E0
1.304748167E2,1.770000011E-1,-9.099999815E-2,1.776999950E0
1.304798038E2,1.239999980E-1,-8.799999952E-2,1.768000007E0
1.304847909E2,1.410000026E-1,-1.070000008E-1,1.656000018E0
1.304897780E2,2.029999942E-1,-1.120000035E-1,1.491000056E0
1.304947650E2,3.059999943E-1,-1.369999945E-1,1.271000028E0
1.304997520E2,3.980000019E-1,-1.289999932E-1,1.092000008E0
1.305047391E2,4.659999907E-1,-1.550000012E-1,9.750000238E-1
1.305097262E2,5.469999909E-1,-1.790000051E-1,8.970000148E-1
1.305147133E2,6.119999886E-1,-1.949999928E-1,8.360000253E-1
1.305197003E2,6.769999862E-1,-1.850000024E-1,7.889999747E-1
1.305246874E2,7.179999948E-1,-2.010000050E-1,7.649999857E-1
1.305296745E2,6.980000138E-1,-2.199999988E-1,8.040000200E-1
1.305346616E2,6.639999747E-1,-2.739999890E-1,8.899999857E-1
1.305396487E2,6.169999838E-1,-3.190000057E-1,1.013000011E0
1.305446357E2,5.699999928E-1,-3.289999962E-1,1.156999946E0
1.305496228E2,4.659999907E-1,-3.089999855E-1,1.286999941E0
1.305546099E2,3.459999859E-1,-2.489999980E-1,1.396000028E0
1.305595970E2,1.850000024E-1,-1.550000012E-1,1.445999980E0
1.305645840E2,1.300000027E-2,-3.799999878E-2,1.470999956E0
1.305695711E2,-1.840000004E-1,1.700000092E-2,1.437000036E0
1.305745582E2,-3.810000122E-1,3.999999911E-2,1.386999965E0
1.305795453E2,-4.900000095E-1,6.100000069E-2,1.271999955E0
1.305845323E2,-5.469999909E-1,1.150000021E-1,1.133000016E0
1.305895194E2,-5.329999924E-1,2.029999942E-1,9.060000181E-1
1.305945063E2,-4.420000017E-1,3.059999943E-1,5.600000024E-1
1.305994933E2,-3.459999859E-1,4.120000005E-1,1.169999987E-1
1.306044804E2,-2.249999940E-1,4.749999940E-1,-3.429999948E-1
1.306094675E2,-9.899999946E-2,4.560000002E-1,-6.740000248E-1
1.306144546E2,-3.299999982E-2,4.050000012E-1,-9.300000072E-1
1.306194417E2,-1.300000027E-2,2.899999917E-1,-1.016000032E0
1.306244287E2,-9.999999776E-3,1.739999950E-1,-1.031000018E0
1.306294158E2,-4.500000179E-2,7.000000030E-2,-1.003000021E0
1.306344029E2,-1.099999994E-1,-1.200000010E-2,-9.269999862E-1
1.306393900E2,-1.689999998E-1,-9.399999678E-2,-8.220000267E-1
1.306443770E2,-2.399999946E-1,-1.800000072E-1,-7.189999819E-1
1.306493641E2,-2.919999957E-1,-2.860000134E-1,-6.169999838E-1
1.306543512E2,-3.249999881E-1,-3.779999912E-1,-5.339999795E-1
1.306593382E2,-3.249999881E-1,-4.749999940E-1,-5.170000196E-1
1.306643253E2,-2.939999998E-1,-5.419999957E-1,-5.360000134E-1
1.306693123E2,-2.409999967E-1,-5.849999785E-1,-5.879999995E-1
1.306742994E2,-1.909999996E-1,-6.060000062E-1,-6.539999843E-1
1.306792865E2,-1.550000012E-1,-5.780000091E-1,-7.319999933E-1
1.306842735E2,-1.309999973E-1,-5.410000086E-1,-8.460000157E-1
1.306892606E2,-9.499999881E-2,-4.850000143E-1,-9.789999723E-1
